"","SITE_ID","DUPLICATE_ID","REVISITED_OVERLAP","WSA_SITEID","YEAR","JULDAY","DATE_COL","LAT_DD","LON_DD","STATE","ECO10","EPA_hybird","FW_ECO9","ECO3","FW_ECO3","ECOLVL3","ECO_LVL_3NAME","REALM","SITECLS","LOC_NAME","RST_FSED_AND_RMD_PHAB","RST_FRIP_AND_RMD_PHAB","COND","PHLAB","PHSTVL","PTL","NTL","XCMGW","LRP100","QR1","LINCIS_H","XCDENMID","XCMG","W1_HALL","XEMBED","XFC_NAT","PCT_SAFN","DPCT_SF","LRBS_BW4","LRBS_BW5","LRBS_BW6","LRBS_G08","LRBS_TST","LRBS_USE","XCEMBED","CVDPTH","CVDTH","LBFWD_RAT","LBFXDRAT","LBFXWRAT","LSUB_DMM","LSUB_DMM_NOR","LDMB_BW4","LDMB_BW5","LDVRP100","LINCIS_D","PCT_FN","QRDIST1","QRVEG1","QRVEG2","REFID","RP100","W1H_WALL","XCDENBK","XINC_H","XINCISION_D","XINCISION_H","RMD_PHAB","RST_FRIP","RST_FSED","RT_NRSA1","STRAHCAT","STRAHLER","NA_L2NAME","EPA_REGION","XGB","NAMC_JOINED_StreamOr_1","XSLOPE","XSLOPE_FIELD","XSLOPE_FRDATA","XSLOPE_FRREF","XSLOPE_MAP","XWD_RAT","XWIDTH","XWXD","XBKF_W","XDEPTH","V1W_MSQ","V1WM100","V2W_MSQ","V2WM100","V4W_MSQ","V4WM100","C1TM100","C1WM100","C2TM100","C2WM100","C4TM100","C4WM100","FLOWSITE","BNK_THRESH","THRESH","THRESH3","THRESH2"
"2466","FW08NC041","FW08NC041","N","0",2009,174,"6/23/2009",35.9397,-78.57551,"NC","","","SAP","","EHIGH",45,"","BOATABLE",NA,"Neuse River","S","S",96.91,7.5,NA,27.7713,661,1.188636364,NA,0.6246518,NA,NA,1.90340909,0.63638636,NA,0.490909091,0,NA,NA,0.551332057,NA,0.294408731,0.818491103,0.294408731,NA,NA,0.37682841,NA,NA,NA,1.175843761,NA,NA,0.624511704,NA,NA,0,NA,0.6348864,0.6282086,NA,30.9,0,58.6898396,2.41,NA,NA,"M",NA,NA,"S","5th",NA,"",0,0.15,-1,NA,NA," 0.032178201"," 0.032178201"," 0.032178201","  39.191209","  32.3636364","3.109000e+01","  35.0909091"," 103.300000","0.007033182","7.033182e+00","0.001322273","  1.32227273","0.000000000"," 0.0000000","  7.7272727","  5.90909091"," 0.9090909","  0.45454545"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"2467","FW08NC042","FW08NC042","N","0",2009,163,"6/12/2009",35.35111,-83.5075,"NC","","","SAP","","EHIGH",66,"","BOATABLE",NA,"Little Tennessee River","S","S",25.38,7.29,NA,23.7194,174,1.352272727,NA,0.7192869,NA,NA,1.92954545,0.4091,NA,0.786363636,18.181818,NA,NA,1.740464411,NA,1.500490267,1.705883577,1.500490267,NA,NA,0.45565354,NA,NA,NA,2.940967226,NA,NA,1.200502815,NA,NA,0,NA,0.7085227,0.740107,NA,18.9,0,71.1229946,1.05,NA,NA,"M",NA,NA,"S","5th",NA,"",0,0.143181818,-1,NA,NA," 0.338604016"," 0.338604016"," 0.338604016"," 149.866176","  84.3636364","5.909000e+01","  84.5454546","  74.080000","0.000951818","9.518182e-01","0.000000000","  0.00000000","0.000000000"," 0.0000000","  0.9090909","  0.90909091"," 0.0000000","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"2468","FW08NC044","FW08NC044","N","0",2009,172,"6/21/2009",35.94545,-77.53255,"NC","","","CPL","","PLNLOW",65,"","BOATABLE",NA,"Tar River","S","S",84.77,7.44,NA,94.27,744,1.306818182,NA,0.7793653,NA,NA,1.9625,0.16666818,NA,0.620454545,99,NA,NA,-0.131432247,NA,-0.078134585,-0.323068788,-0.078134585,NA,NA,0.44407725,NA,NA,NA,-0.626825883,NA,NA,-0.495393636,NA,NA,11,NA,0.6880682,0.8026738,NA,52.9,0,78.0748663,1.77,NA,NA,"M",NA,NA,"S","6th",NA,"",0,0.418181818,-1,NA,NA," 0.004768954"," 0.004768954"," 0.004768954","  35.139811","  42.5181818","5.576500e+01","  42.5181818"," 152.100000","0.006822273","6.822273e+00","0.003966818","  3.96681818","0.000000000"," 0.0000000","  4.0909091","  4.09090909"," 1.3636364","  1.36363636"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"2469","FW08NC046","FW08NC046","N","0",2009,159,"6/8/2009",35.32022,-77.02893,"NC","","","CPL","","PLNLOW",63,"","WADEABLE",NA,"Unnamed","R","R",75.33,4.32,NA,31.205,1112,1.169318182,NA,0.6917958,NA,71.7914438,1.70909091,0.54545455,NA,0.568181818,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0.78691901,NA,NA,NA,NA,NA,NA,-0.846195453,NA,NA,0,NA,0.6261932,0.8171123,NA,1.86,0,79.6791444,1.06,NA,NA,"R",NA,NA,"R","3rd",NA,"",0,0.029545455,-1,NA," 0.003819719"," 0.003819719"," 0.003819719"," 0.028395000","  51.050867","   1.5600000","9.130500e-02","   2.9190000","   3.673333","0.002198050","6.416107e-01","0.001531277","  0.44697987","0.000000000"," 0.0000000",NA,"  4.69798658",NA,"  1.34228188",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2470","FW08NC049","FW08NC049","N","0",2009,168,"6/17/2009",35.59472,-79.05222,"NC","","","SAP","","EHIGH",45,"","BOATABLE",NA,"Cape Fear","S","S",152.09,7.79,NA,95.4113,984,1.473863636,NA,0.7141926,NA,NA,2.14090909,0.61365455,NA,1.318181818,100,NA,NA,-2.373666254,NA,-2.884494943,-2.28453039,-2.884494943,NA,NA,0.18149458,NA,NA,NA,-0.967003089,NA,NA,1.406663165,NA,NA,30.6930693,NA,0.7632386,0.7701872,NA,78.3,0,74.4652406,1.39,NA,NA,"M",NA,NA,"S","7th",NA,"",0,0.13452381,-1,NA,NA," 0.065450392"," 0.065450392"," 0.065450392","  23.431993"," 102.6363636","4.943000e+02"," 103.2727273"," 463.366337","0.006271818","6.271818e+00","0.002464545","  2.46454546","0.000000000"," 0.0000000","  5.0000000","  4.54545455"," 1.3636364","  0.90909091"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"2471","FW08NC050","FW08NC050","N","0",2009,155,"6/4/2009",36.47145,-76.94269,"NC","","","CPL","","PLNLOW",63,"","BOATABLE",NA,"Chowan River","S","S",91.84,7.15,NA,97.75,831,1.95,NA,0.8160792,NA,NA,2.56704546,0.06060909,NA,2.281818182,100,NA,NA,-0.003972914,NA,-0.385231447,-0.258859455,-0.385231447,NA,NA,0.37068365,NA,NA,NA,-0.460409377,NA,NA,-0.456436463,NA,NA,0,NA,0.9775,0.5897059,NA,348,0,54.4117647,0,NA,NA,"M",NA,NA,"S","6th",NA,"",0,0.011363636,-1,NA,NA," 0.001250271"," 0.001250271"," 0.001250271","  28.814872"," 179.1818182","1.193290e+03"," 179.1818182"," 734.100000","0.004984545","4.984545e+00","0.003556818","  3.55681818","0.000000000"," 0.0000000","  2.2727273","  2.27272727"," 0.9090909","  0.90909091"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"2472","FW08NC055","FW08NC055","N","0",2009,171,"6/20/2009",36.54944,-81.37333,"NC","","","SAP","","EHIGH",66,"","BOATABLE",NA,"North Fork New River","S","S",55.78,7.4,NA,66.1075,775,0.631818182,NA,0.4226775,NA,NA,1.55795455,1.59095,NA,0.299090909,19,NA,NA,0.451616976,NA,0.271682793,0.640982206,0.271682793,NA,NA,0.28533163,NA,NA,NA,1.637356063,NA,NA,1.185739086,NA,NA,0,NA,0.3843182,0.5090909,NA,31.2,0.06818182,45.4545454,1.36,NA,NA,"M",NA,NA,"S","5th",NA,"",0,0.045454545,-1,NA,NA," 0.144771570"," 0.144771570"," 0.144771570","  40.783333","  35.8181818","3.259000e+01","  38.1818182"," 100.000000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000","  0.0000000","  0.00000000"," 0.0000000","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"2473","FW08NC061","FW08NC061","N","0",2009,164,"6/13/2009",35.67724,-78.15356,"NC","","","SAP","","EHIGH",45,"","WADEABLE",NA,"Little Creek","S","S",80.08,7.11,NA,59.3844,1281,1.057954545,NA,0.8035105,NA,90.5080214,1.66022727,0.03030454,96,0.665909091,83.809524,NA,NA,-2.909391263,-2.909391263,-2.933487828,-2.840434488,-2.933487828,96.428571,NA,0.2627495,NA,NA,NA,-0.921026352,-1.16700537,NA,1.988364911,NA,NA,45.7142857,NA,0.5760795,0.9278075,NA,8.79,0,91.9786096,0.627,NA,NA,"M",NA,NA,"S","2nd",NA,"",0,0.388636364,-1,NA," 3.000000000"," 3.000000000"," 3.000000000",NA,"  10.055229","   3.8950000","1.604400e+00","   4.1454545","  40.420000","0.003111294","1.289773e+00","0.001521382","  0.63068182","0.000000000"," 0.0000000",NA," 13.25757576",NA,"  1.89393939",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2474","FW08NC079","FW08NC079","N","0",2009,191,"7/10/2009",35.15312,-80.6042,"NC","","","SAP","","EHIGH",45,"","WADEABLE",NA,"Duck Creek","R","R",NA,NA,NA,NA,NA,1.826136364,NA,0.8559767,NA,99.7326203,2.37840909,0.46971364,51.25,0.054545455,41.904762,NA,NA,-0.580198515,-0.597565631,-0.717837964,0.264323345,-0.717837964,42.833333,NA,1.02122196,NA,NA,NA,0.820307518,0.640780938,NA,1.400506034,NA,NA,18.0952381,NA,0.9217614,1,NA,7.86,0,100,1.04,NA,NA,"R",NA,NA,"?","1st",NA,"",0,0.113636364,-1,NA," 0.488978000"," 0.488978000"," 0.488978000",NA,"  14.892762","   1.6312500","3.338125e-01","   4.1318182","  10.740000","0.034450556","1.423434e+01","0.034166972"," 14.11717172","0.034166972","14.1171717",NA,"  4.04040404",NA,"  2.02020202",NA," 2.02020202",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2475","FW08NC083","FW08NC083","N","0",2009,195,"7/14/2009",34.53497,-78.82341,"NC","","","CPL","","PLNLOW",65,"","BOATABLE",NA,"Bryant Swamp","T","T",124.95,6.97,NA,408.5638,2310,0.753409091,NA,0.5873476,NA,NA,1.63863636,0.43939545,NA,0.281818182,100,NA,NA,-1.60546491,NA,-1.490493333,-1.638129882,-1.490493333,NA,NA,0.28159761,NA,NA,NA,-1.220940798,NA,NA,0.384524113,NA,NA,46.0784314,NA,0.4390341,0.6643048,NA,27.6,0,62.7005348,0.836,NA,NA,"D",NA,NA,"T","2nd",NA,"",0,0.261363636,-1,NA,NA," 0.036340588"," 0.036340588"," 0.036340588","  11.089274","  10.0727273","9.897300e+00","  11.7181818"," 104.980000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000","  0.0000000","  0.00000000"," 0.0000000","  0.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"2476","FW08NC086","FW08NC086","N","0",2009,175,"6/24/2009",35.87873,-82.07954,"NC","","","SAP","","EHIGH",66,"","WADEABLE",NA,"Rockhouse Creek","S","S",30.6,7.37,NA,13.7094,244,1.368181818,NA,0.7063167,NA,97.4598931,1.86022727,0.97729091,51,0.209090909,23,NA,NA,-0.86077745,-0.87582895,-1.184363818,0.039866174,-1.184363818,41.818182,NA,0.6306547,NA,NA,NA,1.308185982,1.308185982,NA,2.168963433,NA,NA,0,NA,0.7156818,0.9735294,NA,3.57,0.20454545,97.0588235,1.27,NA,NA,"M",NA,NA,"S","1st",NA,"",0,0.1,-1,NA," 1.984942088"," 1.984942088"," 1.984942088",NA,"  27.011969","   2.8795000","4.347842e-01","   7.1272727","  13.642105","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2477","FW08NC096","FW08NC096","N","0",2009,192,"7/11/2009",35.97511,-80.34306,"NC","","","SAP","","EHIGH",45,"","WADEABLE",NA,"Unnamed Creek","T","T",101.87,7.59,NA,187.2375,1737,1.569318182,NA,0.8410687,NA,100,2.13409091,0.34849546,100,0.191363636,100,NA,NA,-2.194489456,-2.194489456,-2.759340637,-0.814173882,-2.759340637,100,NA,1.15439204,NA,NA,NA,-0.601882091,-0.601882091,NA,1.592607365,NA,NA,8.5714286,NA,0.8061932,0.9951872,NA,5.91,0,99.4652406,NA,NA,NA,"D",NA,NA,"T","1st",NA,"",0,0.1625,-1,NA," 0.255928276"," 0.255928276"," 0.255928276",NA,"  15.080750","   1.0555000","1.561200e-01","   2.8735455","   9.300000","0.003073630","8.832215e-01","0.002125382","  0.61073826","0.000000000"," 0.0000000",NA,"  8.05369128",NA,"  3.35570470",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2478","FW08NC102","FW08NC102","N","0",2009,176,"6/25/2009",35.83783,-82.65969,"NC","","","SAP","","EHIGH",66,"","WADEABLE",NA,"Ammons Branch","T","T",108.02,7.76,NA,79.4006,661,0.572727273,NA,0.4611481,NA,92.6470588,1.40340909,2.28789546,61.454545,0.218181818,40,NA,NA,-0.900853079,-0.903720032,-1.242195366,-0.055753443,-1.242195366,43.939394,NA,0.29345589,NA,NA,NA,1.047901145,0.631797477,NA,1.948754225,NA,NA,0,NA,0.3577273,0.9013369,NA,3.18,0.13636364,89.0374332,1.61,NA,NA,"D",NA,NA,"S","2nd",NA,"",0,0.055681818,-1,NA," 1.268568144"," 1.268568144"," 1.268568144",NA,"  17.423938","   2.5400000","3.970250e-01","   5.8181818","  14.610000","0.000335648","1.952862e-01","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  3.36700337",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2479","FW08NC116","FW08NC116","N","0",2009,195,"7/14/2009",35.52135,-80.8266,"NC","","","SAP","","EHIGH",45,"","WADEABLE",NA,"Unnamed Creek","T","T",144.89,7.82,NA,84.2038,393,1.078409091,NA,0.816316,NA,99.4652406,1.85,0.06818182,100,0.136363636,100,NA,NA,-3.151292296,-3.151292296,-3.653795882,-2.221407344,-3.653795882,100,NA,0.93738766,NA,NA,NA,-0.664758853,-0.664758853,NA,2.486533443,NA,NA,12.3809524,NA,0.5852841,0.9927807,NA,4.16,0,99.197861,1.53,NA,NA,"D",NA,NA,"T","1st",NA,"",0,0.053409091,-1,NA," 0.135982344"," 3.758692000"," 3.758692000"," 3.758692000","  10.085655","   1.0947368","1.556053e-01","   3.2500000","  13.993333","0.002005163","6.516779e-01","0.000687661","  0.22348993","0.000000000"," 0.0000000",NA,"  8.05369128",NA,"  0.67114094",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2480","FW08NC117","FW08NC117","N","0",2009,197,"7/16/2009",35.9455,-78.84522,"NC","","","SAP","","EHIGH",45,"","WADEABLE",NA,"Unnamed Creek","T","T",485.33,7.71,NA,132.4875,413,0.886111111,NA,0.5800506,NA,100,1.27222222,1.55555556,95.111111,0.155555556,88.75,NA,NA,-1.419393607,-1.426919357,-1.628711681,-0.679412044,-1.628711681,94.444444,NA,0.82804727,NA,NA,NA,-0.33536601,-0.33536601,NA,1.084027597,NA,NA,11.25,NA,0.49875,1,NA,14.1,0.08333333,100,1.15,NA,NA,"D",NA,NA,"T","1st",NA,"",0,0.390277778,-1,NA," 0.190994778"," 0.190994778"," 0.190994778",NA,"  12.057814","   1.5426667","3.588133e-01","   3.1222222","  16.878505","0.001463852","4.570470e-01","0.000715804","  0.22348993","0.000000000"," 0.0000000",NA,"  4.69798658",NA,"  0.67114094",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2481","FW08NC120","FW08NC120","N","0",2009,198,"7/17/2009",36.2236,-78.14352,"NC","","","SAP","","EHIGH",45,"","WADEABLE",NA,"Isinglass Creek","S","S",95.42,7.75,NA,86.9038,143,1.004545455,NA,0.7339679,NA,84.6256685,1.74318182,0.26515455,69.454545,0.406818182,44.761905,NA,NA,-0.150567547,-0.150567547,-0.149491949,-0.291271794,-0.149491949,64.848485,NA,0.65203708,NA,NA,NA,0.231176103,-0.233184189,NA,0.381743651,NA,NA,21.9047619,NA,0.5520455,0.9061497,NA,30.6,0,89.5721925,1.08,NA,NA,"M",NA,NA,"S","3rd",NA,"",0,0.286363636,-1,NA," 0.113160030"," 0.113160030"," 0.113160030",NA,"  14.816716","   4.0700000","1.990500e+00","   5.9545455","  42.960000","0.001748940","1.041414e+00","0.001355386","  0.80707071","0.000000000"," 0.0000000",NA,"  5.55555556",NA,"  1.51515151",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2482","FW08NC139","FW08NC139","N","0",2009,194,"7/13/2009",35.95141,-79.59032,"NC","","","SAP","","EHIGH",45,"","WADEABLE",NA,"North Prong Stinking Quarter Creek","T","T",144.67,7.78,NA,204.8463,828,1.0375,NA,0.5905279,NA,98.3957219,1.80340909,1.61363636,100,0.475,100,NA,NA,-1.551455455,-1.551455455,-1.764791152,-1.092086368,-1.764791152,100,NA,0.47192041,NA,NA,NA,-0.460409377,-0.460409377,NA,1.091046078,NA,NA,0,NA,0.566875,0.9494652,NA,22.4,0,94.3850267,1.33,NA,NA,"D",NA,NA,"T","3rd",NA,"",0,0.002272727,-1,NA," 0.063662110"," 0.170156000"," 0.170156000"," 0.170156000","  17.826983","   3.7380000","1.311290e+00","   5.6545455","  36.740000","0.019727581","1.115505e+01","0.017551804","  9.92474748","0.008841551"," 4.9994949",NA," 32.32323232",NA," 11.11111111",NA," 1.01010101",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2483","FW08NC145","FW08NC145","N","0",2009,196,"7/15/2009",35.99625,-79.48846,"NC","","","SAP","","EHIGH",45,"","WADEABLE",NA,"South Prong Stinking Quarter Creek","S","S",128.42,7.76,NA,54.82,311,1.117045455,NA,0.745497,NA,96.9251337,2.03295454,0.40909091,98.090909,0.347727273,91.428571,NA,NA,-2.074258986,-2.074258986,-2.401545091,-1.55053524,-2.401545091,98.030303,NA,0.60971411,NA,NA,NA,-0.565477454,-0.565477454,NA,1.508781532,NA,NA,13.3333333,NA,0.6026705,0.9687166,NA,24.7,0,96.5240642,1.7,NA,NA,"M",NA,NA,"S","4th",NA,"",0,0.1625,-1,NA,NA," 0.300294000"," 0.300294000"," 0.300294000","  22.466656","   7.6500000","3.661250e+00","  10.5000000","  46.970000","0.004769387","5.007856e+00","0.004118433","  4.32435466","0.000000000"," 0.0000000",NA," 20.76318743",NA,"  8.97867564",NA," 0.00000000",NA,"LargeWade","_LargeWade","Other","_LargeWade"
"2484","FW08NC158","FW08NC158","N","0",2009,196,"7/15/2009",35.59597,-77.18275,"NC","","","CPL","","PLNLOW",63,"","BOATABLE",NA,"Grindle Creek","R","R",178.81,7.13,NA,58.4588,1833,0.864772727,NA,0.6445876,NA,NA,1.56363636,0.13636818,NA,0.529545455,100,NA,NA,-2.034645373,NA,-1.878394991,-2.036193287,-1.878394991,NA,NA,0.19391892,NA,NA,NA,-2.077914075,NA,NA,-0.043268701,NA,NA,98,NA,0.4891477,0.6221925,NA,17.7,0,58.0213904,0.909,NA,NA,"R",NA,NA,"T","3rd",NA,"",0,0.296590909,-1,NA,NA," 0.008236880"," 0.008236880"," 0.008236880","  10.664603","  17.2363636","2.921500e+01","  17.6363636"," 161.000000","0.009714500","9.714500e+00","0.002909000","  2.90900000","0.000000000"," 0.0000000","  8.0000000","  7.50000000"," 1.0000000","  1.00000000"," 0.0000000"," 0.00000000",NA,"2","_2",NA,"_2"
"2485","FW08ND020","FW08ND020","N","0",2009,225,"8/13/2009",46.11615,-97.38432,"ND","PL_NCULT","Cultivated Norther Plains","TPL","PL","PLNLOW",46,"","WADEABLE",NA,"Wild Rice River north of Cayuga","T","T",1330.03,8.38,NA,502.325,1544,0.081818182,NA,0.2860437,NA,5.3475936,1.30454545,0.68185,100,0.059090909,100,NA,NA,-1.881796017,-1.881796017,-1.586747434,-1.737826159,-1.586747434,100,NA,0.16009875,NA,NA,NA,-2.110924375,-2.110924375,NA,-0.229128358,NA,NA,100,NA,0.1368182,0.2877005,NA,8.57,0,20.855615,0.782,NA,NA,"D",NA,NA,"T","5th",NA,"",0,0.697727273,-1,NA," 0.009549298"," 0.009549298"," 0.009549298",NA,"  10.868031","   6.5450000","4.106650e+00","   9.3545455","  64.750000","0.007187399","6.723485e+00","0.006378451","  5.96675084","0.001309704"," 1.2251683",NA," 19.78114478",NA,"  6.73400673",NA," 0.42087542",NA,"LargeWade","PL_NCULT_LargeWade","PL_NCULT_LargeWade","PL_NCULT_LargeWade"
"2486","FW08ND021","FW08ND021","N","0",2008,205,"7/23/2008",47.1297,-102.2338,"ND","PL_RANGE","Rangeland Plains","NPL","PL","PLNLOW",43,"","WADEABLE",NA,"Knife River","T","T",692.98,8.14,NA,976.256,2988,0.163636364,NA,0.3041354,NA,2.0053476,1.85909091,1.5,80,0.143181818,64.761905,NA,NA,-2.420493541,-2.440562207,-2.970583011,-1.269899715,-2.970583011,70.606061,NA,0.30528104,NA,NA,NA,-0.745927124,-0.745927124,NA,1.674566417,NA,NA,64.7619048,NA,0.1736364,0.405042,NA,20.2,0,33.8935574,3.71,NA,NA,"D",NA,NA,"T","5th",NA,"",0,0.036363636,-1,NA," 0.075917395"," 0.075917395"," 0.075917395",NA,"  19.545409","  11.0973684","7.027158e+00","  13.4636364","  64.260000","0.000543364","7.315657e-01","0.000521607","  0.70227273","0.000000000"," 0.0000000",NA,"  1.76767677",NA,"  1.26262626",NA," 0.00000000",NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"2487","FW08ND022","FW08ND022","N","0",2008,226,"8/13/2008",47.1604,-102.0419,"ND","PL_RANGE","Rangeland Plains","NPL","PL","PLNLOW",43,"","WADEABLE",NA,"Knife River","T","T",2138.8,8.71,NA,193.2663,1774,0.272727273,NA,0.4472892,NA,7.7540107,1.02272727,1.18943636,72.636364,0.320454545,49.52381,NA,NA,-1.108929704,-1.111796656,-1.262004491,-0.920920096,-1.262004491,62.272727,NA,0.499843,NA,NA,NA,-0.068504029,-0.068504029,NA,1.040425675,NA,NA,49.5238095,NA,0.2227273,0.8796791,NA,43.8,0,86.631016,3.34,NA,NA,"D",NA,NA,"S","6th",NA,"",0,0,-1,NA," 0.153987713"," 0.153987713"," 0.153987713",NA,"  28.046683","  10.9333333","7.722056e+00","  14.9818182","  67.490000","0.000510720","7.651515e-01","0.000376298","  0.56376263","0.000000000"," 0.0000000",NA,"  5.68181818",NA,"  2.20959596",NA," 0.00000000",NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"2488","FW08ND023","FW08ND023","N","0",2009,230,"8/18/2009",48.17566,-97.6997,"ND","PL_NCULT","Cultivated Norther Plains","TPL","PL","PLNLOW",48,"","WADEABLE",NA,"Forest River near Inkster","S","S",975.42,8.13,NA,183.5594,1682,0.353409091,NA,0.394171,NA,10.9625668,1.34772727,0.25758182,58.818182,0.168181818,46.666667,NA,NA,-0.331438404,-0.348640118,-0.453015039,-0.176018772,-0.453015039,41.969697,NA,0.32314417,NA,NA,NA,0.354183283,0.354183283,NA,0.685621686,NA,NA,20.9523809,NA,0.2590341,0.2973262,NA,31.7,0,21.9251337,1.84,NA,NA,"M",NA,NA,"S","5th",NA,"",0,0.393181818,-1,NA," 0.071619855"," 0.071619855"," 0.071619855",NA,"  16.788043","  10.1000000","6.809700e+00","  12.5090909","  69.100000","0.001998547","2.500000e+00","0.001565326","  1.95808081","0.000000000"," 0.0000000",NA," 12.87878788",NA,"  3.53535354",NA," 0.00000000",NA,"LargeWade","PL_NCULT_LargeWade","PL_NCULT_LargeWade","PL_NCULT_LargeWade"
"2489","FW08ND024","FW08ND024","N","0",2008,225,"8/12/2008",46.221,-101.502,"ND","PL_RANGE","Rangeland Plains","NPL","PL","PLNLOW",43,"","WADEABLE",NA,"Cannonball River","T","T",2112.31,8.7,NA,67.3513,1173,0.493181818,NA,0.4697726,NA,0.802139,1.62613636,1.5,74.363636,0.136363636,38.095238,NA,NA,0.253562676,0.250695723,0.143243533,0.325341828,0.143243533,67.878788,NA,0.58541027,NA,NA,NA,0.155188324,0.155188324,NA,-0.098374351,NA,NA,38.0952381,NA,0.3219318,0.8050802,NA,44.6,0,78.342246,3.02,NA,NA,"D",NA,NA,"R","5th",NA,"",0,0.076136364,-1,NA," 0.017188740"," 0.017188740"," 0.017188740",NA,"  28.791523","  11.2550000","7.222400e+00","  13.3909091","  57.400000","0.000276583","3.703704e-01","0.000262000","  0.35084175","0.000000000"," 0.0000000",NA,"  0.67340067",NA,"  0.33670034",NA," 0.00000000",NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"2490","FW08ND026","FW08ND026","N","0",2008,183,"7/1/2008",46.418,-103.573,"ND","PL_RANGE","Rangeland Plains","NPL","PL","PLNLOW",43,"","WADEABLE",NA,"Deep Creek","T","T",3704,8.82,NA,30.7675,1071,0.475,NA,0.3651327,NA,2.8074866,1.55113636,1.43181818,98.148148,0.004545455,94.285714,NA,NA,-2.835911371,NA,NA,-2.22610009,-2.690033949,96.875,NA,0.6909642,NA,NA,NA,-1.809976412,-1.809976412,NA,1.02593496,NA,NA,88.5714286,NA,0.31375,0.3773109,NA,17.8,0,30.8123249,3.84,NA,NA,"D",NA,NA,"R","4th",NA,"",0,0,-1,NA,NA," 0.157455000"," 0.157455000"," 0.157455000","  22.006412","   3.0875000","8.397900e-01","   5.3090909","  24.170000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"2491","FW08ND027","FW08ND027","N","0",2008,259,"9/15/2008",47.503,-97.339,"ND","PL_NCULT","Cultivated Norther Plains","TPL","PL","PLNLOW",48,"","BOATABLE",NA,"Goose River","S","S",1240.74,8.41,NA,82.1438,821,0.622727273,NA,0.3919484,NA,NA,1.42613636,0.61921097,NA,0.386363636,100,NA,NA,-2.454508116,NA,-2.403058328,-2.422584271,-2.403058328,NA,NA,0.15361413,NA,NA,NA,-2.110924375,NA,NA,0.343583741,NA,NA,100,NA,0.3802273,0.2564171,NA,89.8,0,17.3796791,2.09,NA,NA,"M",NA,NA,"T","6th",NA,"",0,0.013636364,-1,NA,NA," 0.009866623"," 0.009866623"," 0.009866623","   9.285486","  27.4545455","7.967000e+01","  31.3636364"," 303.250000","0.001142273","1.142273e+00","0.001142273","  1.14227273","0.000000000"," 0.0000000","  0.4545455","  0.45454545"," 0.4545455","  0.45454545"," 0.0000000"," 0.00000000",NA,"2","PL_NCULT_2",NA,"PL_NCULT_2"
